source_dataset,source_sheet,alloy,material_class,condition,loading_protocol,overload_ratio,delta_k_mpa_sqrt_m,dadn_mm_per_cycle,hardness_hv,microstructure_family,grain_size_um,temperature_C,stress_ratio_R,data_type,log_delta_k,log_dadn,is_austenitic,is_measured,grain_size_um_filled,inv_sqrt_grain_size
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.9135,1.61523e-05,367.58,tempered_martensitic,,20,,measured,1.2282334877516043,-4.791765627748504,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,16.96475,1.64891e-05,367.58,tempered_martensitic,,20,,measured,1.2295474640742419,-4.782803048157818,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.01731,1.68472e-05,367.58,tempered_martensitic,,20,,measured,1.2308909103615657,-4.7734722684184705,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.07128,1.72172e-05,367.58,tempered_martensitic,,20,,measured,1.2322660856194678,-4.764037475613132,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.1267,1.75947e-05,367.58,tempered_martensitic,,20,,measured,1.233673690469636,-4.754618133742419,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.18363,1.79636e-05,367.58,tempered_martensitic,,20,,measured,1.2351149128388121,-4.7456066240461325,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.24205,1.8315e-05,367.58,tempered_martensitic,,20,,measured,1.236588900163828,-4.737193076999437,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.30192,1.86276e-05,367.58,tempered_martensitic,,20,,measured,1.2380942996107311,-4.729843096467131,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.36315,1.89028e-05,367.58,tempered_martensitic,,20,,measured,1.239628517126049,-4.72347386066896,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.42562,1.91588e-05,367.58,tempered_martensitic,,20,,measured,1.241188239153896,-4.717631696181222,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.4893,1.94203e-05,367.58,tempered_martensitic,,20,,measured,1.2427724274191514,-4.7117440655022556,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.5542,1.96956e-05,367.58,tempered_martensitic,,20,,measured,1.2443810420894779,-4.705630784455243,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.62041,1.99831e-05,367.58,tempered_martensitic,,20,,measured,1.246016009562179,-4.699337138309185,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.68798,2.02699e-05,367.58,tempered_martensitic,,20,,measured,1.2476782385092289,-4.693148393860287,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.75693,2.05567e-05,367.58,tempered_martensitic,,20,,measured,1.2493678826526775,-4.687046602070673,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.82728,2.08498e-05,367.58,tempered_martensitic,,20,,measured,1.2510850856821825,-4.6808981066045146,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.89907,2.11816e-05,367.58,tempered_martensitic,,20,,measured,1.252830466490466,-4.6740412375748015,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,17.97247,2.15706e-05,367.58,tempered_martensitic,,20,,measured,1.2546077673512965,-4.66613777455137,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,18.04769,2.19946e-05,367.58,tempered_martensitic,,20,,measured,1.2564216226154354,-4.657683931817257,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,18.1249,2.24482e-05,367.58,tempered_martensitic,,20,,measured,1.258275619128935,-4.648818476995087,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,18.20422,2.29218e-05,367.58,tempered_martensitic,,20,,measured,1.2601720753626282,-4.639751281147369,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,18.28577,2.33956e-05,367.58,tempered_martensitic,,20,,measured,1.2621132528725951,-4.630865812478736,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,18.3696,2.38763e-05,367.58,tempered_martensitic,,20,,measured,1.2640996996000864,-4.622032972939769,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,18.45577,2.43471e-05,367.58,tempered_martensitic,,20,,measured,1.26613216927023,-4.61355276048638,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,18.54428,2.48085e-05,367.58,tempered_martensitic,,20,,measured,1.268209976079448,-4.605399493745387,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,18.63515,2.52978e-05,367.58,tempered_martensitic,,20,,measured,1.270332892872531,-4.596917245203779,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,18.72853,2.58695e-05,367.58,tempered_martensitic,,20,,measured,1.2725036909928447,-4.587211965150462,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,18.82477,2.65307e-05,367.58,tempered_martensitic,,20,,measured,1.2747296787191633,-4.576251291211536,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,18.92428,2.72452e-05,367.58,tempered_martensitic,,20,,measured,1.277019365161527,-4.564709999704172,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,19.02732,2.79788e-05,367.58,tempered_martensitic,,20,,measured,1.2793776221716227,-4.5531709161685,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,19.13405,2.86742e-05,367.58,tempered_martensitic,,20,,measured,1.2818069045014708,-4.542508689919533,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,19.2444,2.93107e-05,367.58,tempered_martensitic,,20,,measured,1.284304375251279,-4.532973809589297,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,19.35824,2.99273e-05,367.58,tempered_martensitic,,20,,measured,1.2868658698611242,-4.523932462845559,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,19.47556,3.05716e-05,367.58,tempered_martensitic,,20,,measured,1.2894899542220488,-4.514681831375734,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,19.59656,3.12608e-05,367.58,tempered_martensitic,,20,,measured,1.292179841553576,-4.504999912076913,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,19.72151,3.20302e-05,367.58,tempered_martensitic,,20,,measured,1.294940164132656,-4.494440349546443,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,19.85083,3.29468e-05,367.58,tempered_martensitic,,20,,measured,1.2977786701361127,-4.482186760427488,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,19.98525,3.39981e-05,367.58,tempered_martensitic,,20,,measured,1.3007095853177342,-4.468545353033404,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,20.12546,3.50836e-05,367.58,tempered_martensitic,,20,,measured,1.3037458156574744,-4.454895849173808,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,20.27177,3.61252e-05,367.58,tempered_martensitic,,20,,measured,1.3068916701371616,-4.442189739843536,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,20.42419,3.71299e-05,367.58,tempered_martensitic,,20,,measured,1.3101448419238746,-4.430276220434672,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,20.58273,3.81393e-05,367.58,tempered_martensitic,,20,,measured,1.3135029770981452,-4.41862728215858,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,20.74761,3.9239e-05,367.58,tempered_martensitic,,20,,measured,1.3169680758147115,-4.406282069080464,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,20.91943,4.05031e-05,367.58,tempered_martensitic,,20,,measured,1.3205498469625803,-4.392511735763826,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,21.09915,4.19231e-05,367.58,tempered_martensitic,,20,,measured,1.324264959669953,-4.377546610969078,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,21.28776,4.3538e-05,367.58,tempered_martensitic,,20,,measured,1.328129965298349,-4.361131524971397,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,21.48647,4.53743e-05,367.58,tempered_martensitic,,20,,measured,1.3321650713571034,-4.343190061867287,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,21.69671,4.74091e-05,367.58,tempered_martensitic,,20,,measured,1.3363938842093195,-4.324138289117738,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,21.91988,4.9661e-05,367.58,tempered_martensitic,,20,,measured,1.3408381722812877,-4.303984539511433,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,22.15758,5.21647e-05,367.58,tempered_martensitic,,20,,measured,1.345522326000543,-4.282623285909042,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,22.41171,5.49678e-05,367.58,tempered_martensitic,,20,,measured,1.3504749942071588,-4.259891644642057,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,22.68454,5.8115e-05,367.58,tempered_martensitic,,20,,measured,1.3557299770123419,-4.235711757860244,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,22.9788,6.15926e-05,367.58,tempered_martensitic,,20,,measured,1.3613273451970924,-4.210471462709227,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,23.29737,6.54459e-05,367.58,tempered_martensitic,,20,,measured,1.367306897036527,-4.18411755557846,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,23.64367,6.99249e-05,367.58,tempered_martensitic,,20,,measured,1.3737148891737547,-4.155368146043017,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,24.02286,7.1851e-05,367.58,tempered_martensitic,,20,,measured,1.3806247103224383,-4.143567183111388,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,24.33362,7.29788e-05,367.58,tempered_martensitic,,20,,measured,1.3862067217166074,-4.136803282073905,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,24.53476,8.39883e-05,367.58,tempered_martensitic,,20,,measured,1.3897818140517846,-4.075781209168399,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,24.82126,7.588e-05,367.58,tempered_martensitic,,20,,measured,1.394823823784707,-4.119872677783375,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,25.05287,8.69188e-05,367.58,tempered_martensitic,,20,,measured,1.3988574848446425,-4.060886278174981,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,25.34544,0.000101003,367.58,tempered_martensitic,,20,,measured,1.4038998350312437,-3.995665726572839,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,25.67393,9.87838e-05,367.58,tempered_martensitic,,20,,measured,1.4094923527647807,-4.00531427147991,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,26.00669,9.10053e-05,367.58,tempered_martensitic,,20,,measured,1.4150850809074829,-4.040933314341243,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,26.31044,0.000104023,367.58,tempered_martensitic,,20,,measured,1.4201281110265693,-3.982870625425077,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,26.67964,0.000127759,367.58,tempered_martensitic,,20,,measured,1.4261799651594924,-3.8936084961822033,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,27.15133,0.000129701,367.58,tempered_martensitic,,20,,measured,1.43379110823476,-3.887056675474843,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,27.6314,0.000137981,367.58,tempered_martensitic,,20,,measured,1.441402889870233,-3.860180711883205,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,28.1854,0.000143929,367.58,tempered_martensitic,,20,,measured,1.4500242025963372,-3.8418516920184738,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,28.71415,0.000160565,367.58,tempered_martensitic,,20,,measured,1.4580959647657703,-3.7943491163638736,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,29.35811,0.000186315,367.58,tempered_martensitic,,20,,measured,1.467728093376483,-3.7297521791617956,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,30.15642,0.000208531,367.58,tempered_martensitic,,20,,measured,1.479379783267744,-3.680829374128199,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 B,FV566 stainless steel,martensitic stainless steel,OLR_1.56,long_crack,1.56,31.08144,0.000225982,367.58,tempered_martensitic,,20,,measured,1.4925011314148073,-3.6459261520561355,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A CA,FV566 stainless steel,martensitic stainless steel,CA,short_crack_secant,1.0,7.232165007315732,1.25e-05,367.58,tempered_martensitic,,20,,measured,0.8592683263374924,-4.903089986991944,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A CA,FV566 stainless steel,martensitic stainless steel,CA,short_crack_binned,1.0,8.84843,7.91667e-06,367.58,tempered_martensitic,,20,,measured,0.9468662195313235,-5.101457457897981,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A CA,FV566 stainless steel,martensitic stainless steel,CA,short_crack_secant,1.0,9.463883037722017,7.499999999999999e-06,367.58,tempered_martensitic,,20,,measured,0.9760693642925486,-5.1249387366083,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A CA,FV566 stainless steel,martensitic stainless steel,CA,short_crack_binned,1.0,11.08206,5.41667e-06,367.58,tempered_martensitic,,20,,measured,1.0446204971682609,-5.266267622146708,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A CA,FV566 stainless steel,martensitic stainless steel,CA,short_crack_secant,1.0,9.84923742051576,3.7499999999999997e-06,367.58,tempered_martensitic,,20,,measured,0.9934026064486078,-5.425968732272281,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A CA,FV566 stainless steel,martensitic stainless steel,CA,short_crack_binned,1.0,13.1816,7.29167e-06,367.58,tempered_martensitic,,20,,measured,1.1199681286948004,-5.1371729944907365,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A CA,FV566 stainless steel,martensitic stainless steel,CA,short_crack_secant,1.0,10.577456306002277,2.5e-06,367.58,tempered_martensitic,,20,,measured,1.0243812399970647,-5.6020599913279625,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A CA,FV566 stainless steel,martensitic stainless steel,CA,short_crack_binned,1.0,15.48193,9.375e-06,367.58,tempered_martensitic,,20,,measured,1.189825099505983,-5.028028723600244,0,1,20.0,0.22360679774997896
Southampton D2015,Fig. 12 A CA,FV566 stainless steel,martensitic stainless steel,CA,short_crack_binned,1.0,17.4079,6.25e-06,367.58,tempered_martensitic,,20,,measured,1.2407463832126555,-5.204119982655925,0,1,20.0,0.22360679774997896
